Bytes,Etype_2048,Etype_2054,Proto_1,Proto_0,Proto_6,SrcPort,DstPort,Label
0.21839080459770116,True,False,False,True,False,0.0,0.0,0
0.21839080459770116,True,False,False,True,False,0.0,0.0,0
0.21839080459770116,True,False,False,True,False,0.0,0.0,0
0.21839080459770116,True,False,False,True,False,0.0,0.0,0
0.21839080459770116,True,False,False,True,False,0.0,0.0,0
0.09770114942528736,True,False,False,False,True,0.6511940184634165,0.0012207217517357137,0
0.21839080459770116,True,False,False,True,False,0.0,0.0,0
0.21839080459770116,True,False,False,True,False,0.0,0.0,0
0.034482758620689655,True,False,False,False,True,0.0012207217517357137,0.8539864194705119,0
0.21839080459770116,True,False,False,True,False,0.0,0.0,0
0.21839080459770116,True,False,False,True,False,0.0,0.0,0
0.14942528735632185,True,False,False,False,True,0.887708857862211,0.0012207217517357137,0
0.14942528735632185,True,False,False,False,True,0.5021744106202792,0.0012207217517357137,0
0.21839080459770116,True,False,False,True,False,0.0,0.0,0
0.034482758620689655,True,False,False,False,True,0.918165865568017,0.0012207217517357137,0
0.21839080459770116,True,False,False,True,False,0.0,0.0,0
0.21839080459770116,True,False,False,True,False,0.0,0.0,0
0.034482758620689655,True,False,False,False,True,0.0012207217517357137,0.6619058518348974,0
0.08045977011494253,True,False,False,False,True,0.5694972152285038,0.0012207217517357137,0
0.21839080459770116,True,False,False,True,False,0.0,0.0,0
0.0,True,False,False,False,True,0.00010681315327687495,0.3769588769359884,0
0.21839080459770116,True,False,False,True,False,0.0,0.0,0
0.21839080459770116,True,False,False,True,False,0.0,0.0,0
0.21839080459770116,True,False,False,True,False,0.0,0.0,0
0.08045977011494253,True,False,False,False,True,0.0012207217517357137,0.8842603189135576,0
0.21839080459770116,True,False,False,True,False,0.0,0.0,0
0.21839080459770116,True,False,False,True,False,0.0,0.0,0
0.09770114942528736,True,False,False,False,True,0.5183489738307775,0.0012207217517357137,0
0.21839080459770116,True,False,False,True,False,0.0,0.0,0
0.08045977011494253,True,False,False,False,True,0.3769588769359884,0.00010681315327687495,0
0.21839080459770116,True,False,False,True,False,0.0,0.0,0
0.15517241379310345,True,False,False,False,True,0.8855420767528801,0.0012207217517357137,0
0.034482758620689655,True,False,False,False,True,0.0012207217517357137,0.8856641489280537,0
0.21839080459770116,True,False,False,True,False,0.0,0.0,0
0.21839080459770116,True,False,False,True,False,0.0,0.0,0
0.08045977011494253,True,False,False,False,True,0.8855420767528801,0.0012207217517357137,0
0.21839080459770116,True,False,False,True,False,0.0,0.0,0
0.09770114942528736,True,False,False,False,True,0.556221866178378,0.0012207217517357137,0
0.21839080459770116,True,False,False,True,False,0.0,0.0,0
0.21839080459770116,True,False,False,True,False,0.0,0.0,0
0.21839080459770116,True,False,False,True,False,0.0,0.0,0
0.0,True,False,False,False,True,0.00010681315327687495,0.3769588769359884,0
0.09770114942528736,True,False,False,False,True,0.5694972152285038,0.0012207217517357137,0
0.21839080459770116,True,False,False,True,False,0.0,0.0,0
0.0,True,False,False,False,True,0.00010681315327687495,0.3769588769359884,0
0.21839080459770116,True,False,False,True,False,0.0,0.0,0
0.21839080459770116,True,False,False,True,False,0.0,0.0,0
0.21839080459770116,True,False,False,True,False,0.0,0.0,0
0.21839080459770116,True,False,False,True,False,0.0,0.0,0
0.21839080459770116,True,False,False,True,False,0.0,0.0,0
0.21839080459770116,True,False,False,True,False,0.0,0.0,0
0.08045977011494253,True,False,False,False,True,0.0012207217517357137,0.5506981002517739,0
0.0,False,True,True,False,False,0.0,0.0,0
0.21839080459770116,True,False,False,True,False,0.0,0.0,0
0.034482758620689655,True,False,False,False,True,0.6304417486839093,0.0012207217517357137,0
0.21839080459770116,True,False,False,True,False,0.0,0.0,0
0.034482758620689655,True,False,False,False,True,0.0012207217517357137,0.918165865568017,0
