Bytes,Etype_2048,Etype_2054,Proto_1,Proto_0,Proto_6,SrcPort,DstPort,Label
0.08045977011494253,True,False,False,False,True,0.6576943617914092,0.0012207217517357137,1
0.0,True,False,False,False,True,0.0012207217517357137,0.5686427100022888,1
0.14942528735632185,True,False,False,False,True,0.6267490653849088,0.0012207217517357137,1
0.034482758620689655,True,False,False,False,True,0.0012207217517357137,0.5867399099717708,1
0.034482758620689655,True,False,False,False,True,0.0012207217517357137,0.877759975585565,1
1.0,True,False,False,False,True,0.6772259098191806,0.0012207217517357137,1
0.034482758620689655,True,False,False,False,True,0.0012207217517357137,0.7732356755931945,1
0.08045977011494253,True,False,False,False,True,0.6878767071030747,0.0012207217517357137,1
0.034482758620689655,True,False,False,False,True,0.0012207217517357137,0.6270847638666361,1
0.08045977011494253,True,False,False,False,True,0.0012207217517357137,0.742748149843595,1
0.09770114942528736,True,False,False,False,True,0.6316014343480583,0.0012207217517357137,1
0.034482758620689655,True,False,False,False,True,0.0012207217517357137,0.6068207827878233,1
0.09770114942528736,True,False,False,False,True,0.9164873731593804,0.0012207217517357137,1
0.08045977011494253,True,False,False,False,True,0.0012207217517357137,0.6089570458533607,1
0.08045977011494253,True,False,False,False,True,0.0012207217517357137,0.5949187457084001,1
0.034482758620689655,True,False,False,False,True,0.0012207217517357137,0.660715648126955,1
0.034482758620689655,True,False,False,False,True,0.0012207217517357137,0.9263447013046464,1
0.034482758620689655,True,False,False,False,True,0.0012207217517357137,0.8308232242313268,1
0.034482758620689655,True,False,False,False,True,0.5597619592584115,0.0012207217517357137,1
0.09770114942528736,True,False,False,False,True,0.6481116960402838,0.0012207217517357137,1
0.034482758620689655,True,False,False,False,True,0.0012207217517357137,0.6092317082475013,1
0.034482758620689655,True,False,False,False,True,0.6585793850614176,0.0012207217517357137,1
0.034482758620689655,True,False,False,False,True,0.0012207217517357137,0.5189898527504387,1
0.034482758620689655,True,False,False,False,True,0.8897840848401617,0.0012207217517357137,1
0.0,True,False,False,False,True,0.0012207217517357137,0.5965667200732433,1
0.08045977011494253,True,False,False,False,True,0.8137331197070268,0.0012207217517357137,1
0.15517241379310345,True,False,False,False,True,0.7031052109559777,0.0012207217517357137,1
0.034482758620689655,True,False,False,False,True,0.9306172274357214,0.0012207217517357137,1
0.034482758620689655,True,False,False,False,True,0.0012207217517357137,0.6119478141451133,1
0.09770114942528736,True,False,False,False,True,0.676401922636759,0.0012207217517357137,1
